sku,category,product_name,description,msrp,wholesale_price,options
AB-HB-047,Handlebars,Stem Master,Durable handlebars built for performance,57.16,40.83,"{""colors"": [""or8901"", ""ti2345"", ""wh9001""], ""sizes"": [""XS"", ""S"", ""L""], ""weight"": ""16.6 lbs""}"
AB-HB-048,Handlebars,Grip Deluxe,Durable handlebars built for performance,112.78,80.56,"{""colors"": [""ol4567"", ""or8901""], ""sizes"": [""L"", ""XS"", ""XL""], ""weight"": ""22.7 lbs""}"
AB-HB-049,Handlebars,Handlebar Pro,Durable handlebars built for performance,98.41,70.29,"{""colors"": [""or8901"", ""cr4321"", ""ol4567""], ""sizes"": [""S"", ""XS"", ""M""], ""weight"": ""26.3 lbs""}"
AB-HB-050,Handlebars,Grip Classic,Professional-grade handlebars with advanced features,112.32,80.23,"{""colors"": [""cb8901"", ""ti2345"", ""gy6789"", ""bl4567"", ""wh9001""], ""sizes"": [""S"", ""XS"", ""M""], ""weight"": ""29.6 lbs""}"
AB-HB-051,Handlebars,Stem Classic,Professional-grade handlebars with advanced features,115.01,82.15,"{""colors"": [""ti2345"", ""wh9001"", ""bl4567"", ""sv3456""], ""sizes"": [""XS"", ""M"", ""XL"", ""L""], ""weight"": ""30.0 lbs""}"
AB-HB-052,Handlebars,Stem Master,Professional-grade handlebars with advanced features,52.37,37.41,"{""colors"": [""or8901"", ""wh9001"", ""bl4567"", ""gy6789"", ""ti2345""], ""sizes"": [""XL"", ""XS"", ""S""], ""weight"": ""33.7 lbs""}"
AB-HB-053,Handlebars,Grip Classic,Reliable handlebars for everyday use,215.14,153.67,"{""colors"": [""cr4321"", ""gy6789"", ""br7654""], ""sizes"": [""XS"", ""XL"", ""L""], ""weight"": ""20.2 lbs""}"
AB-HB-054,Handlebars,Handlebar Pro,Reliable handlebars for everyday use,154.56,110.4,"{""colors"": [""or8901"", ""fg3456"", ""br7654"", ""wh9001"", ""ti2345""], ""sizes"": [""M"", ""XS"", ""S""], ""weight"": ""16.6 lbs""}"
AB-HB-055,Handlebars,Grip Elite,Reliable handlebars for everyday use,204.6,146.14,"{""colors"": [""gr5432"", ""fg3456""], ""sizes"": [""S"", ""XS"", ""L"", ""M""], ""weight"": ""33.5 lbs""}"
AB-HB-056,Handlebars,Handlebar Classic,Durable handlebars built for performance,236.19,168.71,"{""colors"": [""wh9001"", ""bk1798"", ""fg3456""], ""sizes"": [""XS"", ""S"", ""L""], ""weight"": ""34.1 lbs""}"
AB-HB-057,Handlebars,Stem Elite,Durable handlebars built for performance,88.97,63.55,"{""colors"": [""cr4321"", ""bk1798""], ""sizes"": [""L"", ""M"", ""XL"", ""XS""], ""weight"": ""20.3 lbs""}"
AB-HB-058,Handlebars,Handlebar Classic,High-quality handlebars for serious cyclists,154.91,110.65,"{""colors"": [""ol4567"", ""cb8901"", ""rd7298"", ""yl5678"", ""cr4321""], ""sizes"": [""XS"", ""XL"", ""L"", ""M""], ""weight"": ""15.9 lbs""}"
AB-HB-059,Handlebars,Handlebar Elite,Lightweight handlebars for competitive riding,47.12,33.66,"{""colors"": [""rd7298"", ""ol4567"", ""bk1798""], ""sizes"": [""S"", ""M"", ""XS"", ""XL""], ""weight"": ""33.3 lbs""}"
AB-HB-060,Handlebars,Stem Sport,High-quality handlebars for serious cyclists,48.8,34.86,"{""colors"": [""rd7298"", ""bl4567""], ""sizes"": [""L"", ""XS"", ""S""], ""weight"": ""32.3 lbs""}"
AB-HB-061,Handlebars,Stem Sport,High-quality handlebars for serious cyclists,48.5,34.64,"{""colors"": [""bl4567"", ""gr5432"", ""cb8901"", ""ol4567""], ""sizes"": [""L"", ""M"", ""XL""], ""weight"": ""34.4 lbs""}"
AB-HB-062,Handlebars,Grip Master,Professional-grade handlebars with advanced features,253.18,180.84,"{""colors"": [""bk1798"", ""or8901"", ""br7654""], ""sizes"": [""XL"", ""M"", ""L""], ""weight"": ""31.8 lbs""}"
AB-HB-063,Handlebars,Handlebar Sport,Lightweight handlebars for competitive riding,51.95,37.11,"{""colors"": [""wh9001"", ""bl4567"", ""sv3456"", ""ol4567""], ""sizes"": [""L"", ""XS"", ""XL"", ""S""], ""weight"": ""16.9 lbs""}"
AB-HB-064,Handlebars,Grip Deluxe,Durable handlebars built for performance,170.87,122.05,"{""colors"": [""fg3456"", ""wh9001"", ""cb8901"", ""ol4567"", ""sv3456""], ""sizes"": [""L"", ""XS"", ""M""], ""weight"": ""26.4 lbs""}"
AB-HB-065,Handlebars,Bar Master,Durable handlebars built for performance,61.31,43.79,"{""colors"": [""br7654"", ""cr4321"", ""or8901"", ""fg3456""], ""sizes"": [""M"", ""L"", ""S"", ""XS""], ""weight"": ""16.5 lbs""}"
AB-HB-066,Handlebars,Grip Elite,High-quality handlebars for serious cyclists,180.21,128.72,"{""colors"": [""gy6789"", ""br7654"", ""yl5678""], ""sizes"": [""XS"", ""M"", ""XL"", ""S""], ""weight"": ""21.2 lbs""}"
AB-HB-067,Handlebars,Stem Pro,Durable handlebars built for performance,41.85,29.89,"{""colors"": [""bl4567"", ""ol4567""], ""sizes"": [""S"", ""XS"", ""M"", ""L""], ""weight"": ""34.4 lbs""}"
AB-HB-068,Handlebars,Bar Deluxe,Durable handlebars built for performance,50.58,36.13,"{""colors"": [""bk1798"", ""or8901"", ""gy6789""], ""sizes"": [""XS"", ""L"", ""XL""], ""weight"": ""31.1 lbs""}"
AB-HB-069,Handlebars,Grip Pro,Professional-grade handlebars with advanced features,40.24,28.74,"{""colors"": [""bl4567"", ""ol4567"", ""or8901""], ""sizes"": [""XS"", ""M"", ""XL"", ""L""], ""weight"": ""34.9 lbs""}"
AB-HB-070,Handlebars,Grip Master,High-quality handlebars for serious cyclists,179.98,128.56,"{""colors"": [""wh9001"", ""bk1798"", ""gy6789"", ""ol4567""], ""sizes"": [""XL"", ""L"", ""M""], ""weight"": ""22.9 lbs""}"
AB-HB-071,Handlebars,Handlebar Classic,Professional-grade handlebars with advanced features,126.52,90.37,"{""colors"": [""gr5432"", ""br7654"", ""gy6789""], ""sizes"": [""XS"", ""S"", ""M""], ""weight"": ""20.9 lbs""}"
AB-HB-072,Handlebars,Bar Deluxe,Durable handlebars built for performance,117.12,83.66,"{""colors"": [""rd7298"", ""or8901"", ""bl4567"", ""ti2345"", ""sv3456""], ""sizes"": [""XL"", ""XS"", ""S""], ""weight"": ""30.6 lbs""}"
AB-HB-073,Handlebars,Stem Classic,Durable handlebars built for performance,255.51,182.51,"{""colors"": [""or8901"", ""gr5432"", ""rd7298"", ""bk1798""], ""sizes"": [""XL"", ""S"", ""XS"", ""L""], ""weight"": ""16.2 lbs""}"
AB-HB-074,Handlebars,Bar Deluxe,Professional-grade handlebars with advanced features,114.06,81.47,"{""colors"": [""wh9001"", ""bl4567"", ""ti2345""], ""sizes"": [""M"", ""XS"", ""L""], ""weight"": ""26.5 lbs""}"
AB-HB-075,Handlebars,Bar Sport,Reliable handlebars for everyday use,59.95,42.82,"{""colors"": [""cr4321"", ""fg3456"", ""ol4567"", ""yl5678""], ""sizes"": [""M"", ""S"", ""XL""], ""weight"": ""34.0 lbs""}"
AB-HB-076,Handlebars,Bar Deluxe,High-quality handlebars for serious cyclists,90.89,64.92,"{""colors"": [""bk1798"", ""bl4567""], ""sizes"": [""XS"", ""L"", ""XL""], ""weight"": ""21.6 lbs""}"
AB-HB-077,Handlebars,Grip Elite,Durable handlebars built for performance,112.1,80.07,"{""colors"": [""bk1798"", ""rd7298""], ""sizes"": [""XS"", ""M"", ""XL""], ""weight"": ""22.5 lbs""}"
AB-HB-078,Handlebars,Bar Deluxe,Durable handlebars built for performance,44.86,32.04,"{""colors"": [""rd7298"", ""fg3456"", ""or8901""], ""sizes"": [""M"", ""S"", ""XL"", ""L""], ""weight"": ""19.5 lbs""}"
AB-HB-079,Handlebars,Grip Classic,Durable handlebars built for performance,112.77,80.55,"{""colors"": [""rd7298"", ""fg3456"", ""bk1798""], ""sizes"": [""XL"", ""XS"", ""L"", ""S""], ""weight"": ""33.4 lbs""}"
AB-HB-080,Handlebars,Grip Master,Lightweight handlebars for competitive riding,179.66,128.33,"{""colors"": [""yl5678"", ""fg3456"", ""wh9001""], ""sizes"": [""M"", ""XL"", ""XS""], ""weight"": ""27.7 lbs""}"
AB-EB-001,Electric Bikes,E-Boost Master,Durable electric bikes built for performance,3806.54,2718.96,"{""colors"": [""bl4567"", ""fg3456"", ""wh9001""], ""sizes"": [""M"", ""XS"", ""XL"", ""L""], ""battery"": ""36V 10Ah"", ""range"": ""49 miles"", ""weight"": ""23.8 lbs""}"
AB-EB-002,Electric Bikes,E-Drive Elite,Lightweight electric bikes for competitive riding,5753.2,4109.43,"{""colors"": [""sv3456"", ""or8901"", ""wh9001"", ""gy6789""], ""sizes"": [""S"", ""L"", ""XS""], ""battery"": ""36V 10Ah"", ""range"": ""43 miles"", ""weight"": ""15.4 lbs""}"
AB-EB-003,Electric Bikes,E-Force Pro,Lightweight electric bikes for competitive riding,1685.33,1203.81,"{""colors"": [""fg3456"", ""wh9001"", ""sv3456""], ""sizes"": [""M"", ""L"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""52 miles"", ""weight"": ""33.8 lbs""}"
AB-EB-004,Electric Bikes,E-Ride Deluxe,High-quality electric bikes for serious cyclists,4694.87,3353.48,"{""colors"": [""bl4567"", ""br7654"", ""or8901"", ""fg3456""], ""sizes"": [""M"", ""XL"", ""XS"", ""L""], ""battery"": ""36V 10Ah"", ""range"": ""50 miles"", ""weight"": ""26.4 lbs""}"
AB-EB-005,Electric Bikes,E-Flow Elite,Lightweight electric bikes for competitive riding,1697.32,1212.37,"{""colors"": [""gr5432"", ""ol4567""], ""sizes"": [""S"", ""XS"", ""L"", ""M""], ""battery"": ""36V 12Ah"", ""range"": ""43 miles"", ""weight"": ""34.5 lbs""}"
AB-EB-006,Electric Bikes,E-Flow Pro,Lightweight electric bikes for competitive riding,4303.77,3074.12,"{""colors"": [""br7654"", ""ti2345"", ""gr5432"", ""wh9001"", ""ol4567""], ""sizes"": [""S"", ""M"", ""XL"", ""L""], ""battery"": ""36V 12Ah"", ""range"": ""53 miles"", ""weight"": ""15.9 lbs""}"
AB-EB-007,Electric Bikes,E-Flow Classic,Durable electric bikes built for performance,3482.57,2487.55,"{""colors"": [""rd7298"", ""cr4321""], ""sizes"": [""XS"", ""M"", ""L""], ""battery"": ""48V 17.5Ah"", ""range"": ""39 miles"", ""weight"": ""26.1 lbs""}"
AB-EB-008,Electric Bikes,E-Drive Deluxe,Lightweight electric bikes for competitive riding,7241.72,5172.66,"{""colors"": [""gy6789"", ""gr5432"", ""wh9001""], ""sizes"": [""XS"", ""S"", ""XL"", ""L""], ""battery"": ""36V 12Ah"", ""range"": ""35 miles"", ""weight"": ""34.4 lbs""}"
AB-EB-009,Electric Bikes,E-Glide Elite,Lightweight electric bikes for competitive riding,1736.73,1240.52,"{""colors"": [""ol4567"", ""ti2345"", ""rd7298""], ""sizes"": [""M"", ""XS"", ""L"", ""S""], ""battery"": ""48V 17.5Ah"", ""range"": ""60 miles"", ""weight"": ""21.5 lbs""}"
AB-EB-010,Electric Bikes,E-Force Deluxe,High-quality electric bikes for serious cyclists,7089.05,5063.61,"{""colors"": [""wh9001"", ""or8901"", ""rd7298"", ""cr4321"", ""cb8901""], ""sizes"": [""XS"", ""XL"", ""S""], ""battery"": ""48V 14Ah"", ""range"": ""51 miles"", ""weight"": ""20.3 lbs""}"
AB-EB-011,Electric Bikes,E-Flow Deluxe,Professional-grade electric bikes with advanced features,8286.8,5919.14,"{""colors"": [""or8901"", ""rd7298"", ""cb8901"", ""cr4321""], ""sizes"": [""XS"", ""L"", ""S"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""55 miles"", ""weight"": ""33.4 lbs""}"
AB-EB-012,Electric Bikes,E-Motion Pro,Durable electric bikes built for performance,4351.56,3108.26,"{""colors"": [""gr5432"", ""ol4567"", ""gy6789"", ""fg3456""], ""sizes"": [""S"", ""XL"", ""L""], ""battery"": ""48V 17.5Ah"", ""range"": ""45 miles"", ""weight"": ""20.4 lbs""}"
AB-EB-013,Electric Bikes,E-Drive Deluxe,Professional-grade electric bikes with advanced features,1588.4,1134.57,"{""colors"": [""fg3456"", ""gy6789"", ""cr4321"", ""sv3456"", ""yl5678""], ""sizes"": [""XL"", ""S"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""57 miles"", ""weight"": ""23.1 lbs""}"
AB-EB-014,Electric Bikes,E-Power Elite,Professional-grade electric bikes with advanced features,2835.15,2025.11,"{""colors"": [""bl4567"", ""bk1798""], ""sizes"": [""XS"", ""M"", ""L"", ""XL""], ""battery"": ""48V 14Ah"", ""range"": ""48 miles"", ""weight"": ""31.5 lbs""}"
AB-EB-015,Electric Bikes,E-Drive Master,Professional-grade electric bikes with advanced features,1899.14,1356.53,"{""colors"": [""gy6789"", ""cb8901"", ""br7654"", ""rd7298""], ""sizes"": [""XL"", ""M"", ""S"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""30 miles"", ""weight"": ""20.7 lbs""}"
AB-EB-016,Electric Bikes,E-Drive Pro,Professional-grade electric bikes with advanced features,2817.21,2012.29,"{""colors"": [""ti2345"", ""bl4567"", ""br7654""], ""sizes"": [""M"", ""L"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""25 miles"", ""weight"": ""24.5 lbs""}"
AB-EB-017,Electric Bikes,E-Ride Master,High-quality electric bikes for serious cyclists,2604.97,1860.69,"{""colors"": [""gr5432"", ""cb8901"", ""cr4321""], ""sizes"": [""M"", ""L"", ""S"", ""XL""], ""battery"": ""48V 17.5Ah"", ""range"": ""41 miles"", ""weight"": ""19.4 lbs""}"
AB-EB-018,Electric Bikes,E-Force Master,Lightweight electric bikes for competitive riding,9762.1,6972.93,"{""colors"": [""bk1798"", ""sv3456""], ""sizes"": [""XL"", ""M"", ""S"", ""XS""], ""battery"": ""48V 17.5Ah"", ""range"": ""29 miles"", ""weight"": ""21.7 lbs""}"
AB-EB-019,Electric Bikes,E-Force Master,Durable electric bikes built for performance,4416.4,3154.57,"{""colors"": [""bl4567"", ""rd7298"", ""sv3456"", ""br7654""], ""sizes"": [""XL"", ""L"", ""M""], ""battery"": ""48V 14Ah"", ""range"": ""33 miles"", ""weight"": ""29.4 lbs""}"
AB-EB-020,Electric Bikes,E-Flow Sport,Lightweight electric bikes for competitive riding,4483.16,3202.26,"{""colors"": [""fg3456"", ""bk1798"", ""cb8901"", ""br7654"", ""cr4321""], ""sizes"": [""M"", ""S"", ""XL""], ""battery"": ""48V 17.5Ah"", ""range"": ""47 miles"", ""weight"": ""25.1 lbs""}"
AB-EB-021,Electric Bikes,E-Ride Master,High-quality electric bikes for serious cyclists,7060.77,5043.41,"{""colors"": [""rd7298"", ""fg3456"", ""gr5432"", ""ol4567"", ""sv3456""], ""sizes"": [""M"", ""XS"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""39 miles"", ""weight"": ""29.9 lbs""}"
AB-EB-022,Electric Bikes,E-Force Classic,Reliable electric bikes for everyday use,3696.38,2640.27,"{""colors"": [""gy6789"", ""ol4567"", ""wh9001"", ""br7654""], ""sizes"": [""XL"", ""XS"", ""S""], ""battery"": ""36V 12Ah"", ""range"": ""57 miles"", ""weight"": ""17.4 lbs""}"
AB-EB-023,Electric Bikes,E-Drive Deluxe,Professional-grade electric bikes with advanced features,3757.26,2683.76,"{""colors"": [""bl4567"", ""yl5678"", ""or8901""], ""sizes"": [""S"", ""M"", ""L"", ""XS""], ""battery"": ""36V 10Ah"", ""range"": ""56 miles"", ""weight"": ""21.7 lbs""}"
AB-EB-024,Electric Bikes,E-Ride Sport,Durable electric bikes built for performance,1472.97,1052.12,"{""colors"": [""cr4321"", ""br7654"", ""rd7298""], ""sizes"": [""L"", ""XS"", ""XL""], ""battery"": ""48V 17.5Ah"", ""range"": ""52 miles"", ""weight"": ""23.1 lbs""}"
AB-EB-025,Electric Bikes,E-Flow Classic,Professional-grade electric bikes with advanced features,1493.77,1066.98,"{""colors"": [""bk1798"", ""yl5678"", ""cr4321"", ""sv3456""], ""sizes"": [""XS"", ""XL"", ""M""], ""battery"": ""36V 12Ah"", ""range"": ""39 miles"", ""weight"": ""28.9 lbs""}"
AB-EB-026,Electric Bikes,E-Motion Sport,Reliable electric bikes for everyday use,2186.27,1561.62,"{""colors"": [""rd7298"", ""wh9001"", ""bk1798"", ""gr5432""], ""sizes"": [""L"", ""M"", ""S"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""56 miles"", ""weight"": ""22.2 lbs""}"
AB-EB-027,Electric Bikes,E-Glide Elite,Professional-grade electric bikes with advanced features,4260.24,3043.03,"{""colors"": [""bl4567"", ""fg3456"", ""bk1798""], ""sizes"": [""XS"", ""M"", ""L""], ""battery"": ""36V 10Ah"", ""range"": ""49 miles"", ""weight"": ""32.5 lbs""}"
AB-EB-028,Electric Bikes,E-Force Deluxe,High-quality electric bikes for serious cyclists,6504.06,4645.76,"{""colors"": [""ti2345"", ""ol4567""], ""sizes"": [""XS"", ""XL"", ""S""], ""battery"": ""48V 17.5Ah"", ""range"": ""49 miles"", ""weight"": ""17.5 lbs""}"
AB-EB-029,Electric Bikes,E-Force Classic,High-quality electric bikes for serious cyclists,2272.62,1623.3,"{""colors"": [""or8901"", ""ti2345"", ""wh9001"", ""ol4567""], ""sizes"": [""XL"", ""S"", ""L"", ""XS""], ""battery"": ""36V 10Ah"", ""range"": ""43 miles"", ""weight"": ""17.3 lbs""}"
AB-EB-030,Electric Bikes,E-Boost Classic,Durable electric bikes built for performance,2611.56,1865.4,"{""colors"": [""yl5678"", ""fg3456"", ""or8901""], ""sizes"": [""S"", ""XS"", ""M"", ""XL""], ""battery"": ""36V 12Ah"", ""range"": ""55 miles"", ""weight"": ""21.6 lbs""}"
AB-EB-031,Electric Bikes,E-Power Pro,Reliable electric bikes for everyday use,2041.34,1458.1,"{""colors"": [""rd7298"", ""wh9001"", ""cr4321"", ""sv3456"", ""ol4567""], ""sizes"": [""M"", ""S"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""41 miles"", ""weight"": ""24.3 lbs""}"
AB-EB-032,Electric Bikes,E-Boost Elite,Durable electric bikes built for performance,2006.91,1433.51,"{""colors"": [""or8901"", ""fg3456"", ""wh9001"", ""cr4321""], ""sizes"": [""XS"", ""S"", ""M""], ""battery"": ""36V 12Ah"", ""range"": ""46 miles"", ""weight"": ""22.2 lbs""}"
AB-EB-033,Electric Bikes,E-Flow Deluxe,High-quality electric bikes for serious cyclists,4441.36,3172.4,"{""colors"": [""ol4567"", ""yl5678"", ""rd7298"", ""wh9001""], ""sizes"": [""L"", ""XL"", ""S"", ""M""], ""battery"": ""48V 17.5Ah"", ""range"": ""51 miles"", ""weight"": ""28.0 lbs""}"
AB-EB-034,Electric Bikes,E-Ride Pro,High-quality electric bikes for serious cyclists,2684.78,1917.7,"{""colors"": [""wh9001"", ""or8901"", ""cb8901""], ""sizes"": [""XL"", ""L"", ""XS"", ""S""], ""battery"": ""48V 14Ah"", ""range"": ""26 miles"", ""weight"": ""32.3 lbs""}"
AB-EB-035,Electric Bikes,E-Ride Classic,Lightweight electric bikes for competitive riding,4555.75,3254.11,"{""colors"": [""bk1798"", ""wh9001"", ""gr5432"", ""ti2345"", ""yl5678""], ""sizes"": [""XL"", ""S"", ""M""], ""battery"": ""48V 14Ah"", ""range"": ""58 miles"", ""weight"": ""25.5 lbs""}"
AB-EB-036,Electric Bikes,E-Boost Classic,Lightweight electric bikes for competitive riding,2504.82,1789.16,"{""colors"": [""ol4567"", ""br7654"", ""sv3456""], ""sizes"": [""XS"", ""S"", ""M""], ""battery"": ""48V 17.5Ah"", ""range"": ""56 miles"", ""weight"": ""32.4 lbs""}"
AB-EB-037,Electric Bikes,E-Boost Classic,Durable electric bikes built for performance,3504.12,2502.94,"{""colors"": [""sv3456"", ""bl4567""], ""sizes"": [""L"", ""S"", ""XS"", ""XL""], ""battery"": ""48V 17.5Ah"", ""range"": ""53 miles"", ""weight"": ""16.8 lbs""}"
AB-EB-038,Electric Bikes,E-Flow Classic,Lightweight electric bikes for competitive riding,3324.5,2374.64,"{""colors"": [""wh9001"", ""or8901""], ""sizes"": [""XS"", ""XL"", ""L"", ""S""], ""battery"": ""36V 12Ah"", ""range"": ""54 miles"", ""weight"": ""34.0 lbs""}"
AB-EB-039,Electric Bikes,E-Motion Pro,Durable electric bikes built for performance,2809.23,2006.59,"{""colors"": [""fg3456"", ""ti2345"", ""yl5678"", ""br7654"", ""gy6789""], ""sizes"": [""XS"", ""S"", ""XL""], ""battery"": ""48V 14Ah"", ""range"": ""47 miles"", ""weight"": ""31.6 lbs""}"
AB-EB-040,Electric Bikes,E-Force Deluxe,High-quality electric bikes for serious cyclists,7870.34,5621.67,"{""colors"": [""br7654"", ""rd7298""], ""sizes"": [""S"", ""L"", ""XS"", ""XL""], ""battery"": ""36V 12Ah"", ""range"": ""37 miles"", ""weight"": ""17.4 lbs""}"
AB-EB-041,Electric Bikes,E-Drive Elite,Professional-grade electric bikes with advanced features,6797.35,4855.25,"{""colors"": [""wh9001"", ""cr4321"", ""or8901"", ""bk1798""], ""sizes"": [""L"", ""XL"", ""M""], ""battery"": ""36V 12Ah"", ""range"": ""56 miles"", ""weight"": ""15.1 lbs""}"
AB-EB-042,Electric Bikes,E-Power Deluxe,Lightweight electric bikes for competitive riding,6842.28,4887.34,"{""colors"": [""fg3456"", ""cb8901"", ""rd7298""], ""sizes"": [""XS"", ""L"", ""M""], ""battery"": ""48V 14Ah"", ""range"": ""57 miles"", ""weight"": ""32.6 lbs""}"
AB-EB-043,Electric Bikes,E-Drive Deluxe,Durable electric bikes built for performance,2329.82,1664.16,"{""colors"": [""gy6789"", ""cr4321"", ""rd7298"", ""ol4567""], ""sizes"": [""XL"", ""M"", ""L"", ""S""], ""battery"": ""36V 12Ah"", ""range"": ""37 miles"", ""weight"": ""19.2 lbs""}"
AB-EB-044,Electric Bikes,E-Force Master,Professional-grade electric bikes with advanced features,4504.15,3217.25,"{""colors"": [""sv3456"", ""br7654"", ""fg3456""], ""sizes"": [""XS"", ""M"", ""L"", ""S""], ""battery"": ""48V 17.5Ah"", ""range"": ""59 miles"", ""weight"": ""20.7 lbs""}"
AB-EB-045,Electric Bikes,E-Drive Pro,Lightweight electric bikes for competitive riding,6747.17,4819.41,"{""colors"": [""bk1798"", ""ti2345"", ""br7654""], ""sizes"": [""M"", ""S"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""34 miles"", ""weight"": ""31.8 lbs""}"
AB-EB-046,Electric Bikes,E-Force Elite,Lightweight electric bikes for competitive riding,6435.69,4596.92,"{""colors"": [""cb8901"", ""ol4567""], ""sizes"": [""XL"", ""L"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""28 miles"", ""weight"": ""33.5 lbs""}"
AB-EB-047,Electric Bikes,E-Drive Classic,High-quality electric bikes for serious cyclists,4569.77,3264.12,"{""colors"": [""fg3456"", ""gr5432""], ""sizes"": [""XL"", ""L"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""59 miles"", ""weight"": ""29.8 lbs""}"
AB-EB-048,Electric Bikes,E-Glide Master,Professional-grade electric bikes with advanced features,2347.11,1676.51,"{""colors"": [""rd7298"", ""br7654""], ""sizes"": [""L"", ""XS"", ""S""], ""battery"": ""48V 14Ah"", ""range"": ""60 miles"", ""weight"": ""20.3 lbs""}"
AB-EB-049,Electric Bikes,E-Ride Deluxe,Lightweight electric bikes for competitive riding,3158.3,2255.93,"{""colors"": [""bk1798"", ""rd7298"", ""yl5678""], ""sizes"": [""XL"", ""M"", ""S""], ""battery"": ""48V 14Ah"", ""range"": ""29 miles"", ""weight"": ""30.7 lbs""}"
AB-EB-050,Electric Bikes,E-Motion Deluxe,Reliable electric bikes for everyday use,2903.87,2074.19,"{""colors"": [""cr4321"", ""sv3456""], ""sizes"": [""L"", ""XL"", ""XS""], ""battery"": ""48V 14Ah"", ""range"": ""39 miles"", ""weight"": ""32.7 lbs""}"
AB-EB-051,Electric Bikes,E-Motion Sport,Reliable electric bikes for everyday use,3581.55,2558.25,"{""colors"": [""sv3456"", ""ol4567"", ""cr4321"", ""ti2345"", ""bk1798""], ""sizes"": [""M"", ""L"", ""XS""], ""battery"": ""36V 12Ah"", ""range"": ""27 miles"", ""weight"": ""28.7 lbs""}"
AB-EB-052,Electric Bikes,E-Motion Classic,Reliable electric bikes for everyday use,1713.1,1223.64,"{""colors"": [""bk1798"", ""sv3456"", ""cr4321"", ""yl5678""], ""sizes"": [""L"", ""XS"", ""S"", ""XL""], ""battery"": ""48V 14Ah"", ""range"": ""57 miles"", ""weight"": ""16.6 lbs""}"
AB-EB-053,Electric Bikes,E-Boost Elite,High-quality electric bikes for serious cyclists,8539.47,6099.62,"{""colors"": [""ti2345"", ""br7654"", ""cr4321""], ""sizes"": [""L"", ""XS"", ""XL""], ""battery"": ""48V 17.5Ah"", ""range"": ""29 miles"", ""weight"": ""29.9 lbs""}"
AB-EB-054,Electric Bikes,E-Ride Pro,High-quality electric bikes for serious cyclists,6458.13,4612.95,"{""colors"": [""wh9001"", ""bk1798""], ""sizes"": [""M"", ""XS"", ""XL""], ""battery"": ""36V 12Ah"", ""range"": ""41 miles"", ""weight"": ""23.2 lbs""}"
AB-EB-055,Electric Bikes,E-Flow Master,High-quality electric bikes for serious cyclists,5564.03,3974.31,"{""colors"": [""ti2345"", ""wh9001"", ""sv3456"", ""bk1798"", ""br7654""], ""sizes"": [""XL"", ""XS"", ""M""], ""battery"": ""36V 10Ah"", ""range"": ""47 miles"", ""weight"": ""33.6 lbs""}"
AB-EB-056,Electric Bikes,E-Boost Sport,Durable electric bikes built for performance,4041.65,2886.89,"{""colors"": [""or8901"", ""br7654"", ""ti2345"", ""bk1798"", ""gy6789""], ""sizes"": [""XL"", ""S"", ""XS""], ""battery"": ""48V 17.5Ah"", ""range"": ""59 miles"", ""weight"": ""20.9 lbs""}"
AB-EB-057,Electric Bikes,E-Ride Sport,High-quality electric bikes for serious cyclists,4557.36,3255.26,"{""colors"": [""wh9001"", ""bk1798"", ""ol4567""], ""sizes"": [""XL"", ""XS"", ""S"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""38 miles"", ""weight"": ""23.3 lbs""}"
AB-EB-058,Electric Bikes,E-Ride Elite,Durable electric bikes built for performance,2285.46,1632.47,"{""colors"": [""wh9001"", ""rd7298"", ""ti2345""], ""sizes"": [""XL"", ""L"", ""M""], ""battery"": ""36V 10Ah"", ""range"": ""43 miles"", ""weight"": ""28.4 lbs""}"
AB-EB-059,Electric Bikes,E-Force Pro,Lightweight electric bikes for competitive riding,2709.49,1935.35,"{""colors"": [""yl5678"", ""rd7298"", ""ti2345"", ""cr4321""], ""sizes"": [""XS"", ""M"", ""L""], ""battery"": ""36V 10Ah"", ""range"": ""37 miles"", ""weight"": ""21.4 lbs""}"
AB-EB-060,Electric Bikes,E-Flow Sport,Reliable electric bikes for everyday use,9069.58,6478.27,"{""colors"": [""cb8901"", ""br7654"", ""yl5678""], ""sizes"": [""L"", ""S"", ""XS"", ""XL""], ""battery"": ""36V 12Ah"", ""range"": ""39 miles"", ""weight"": ""29.2 lbs""}"
AB-EB-061,Electric Bikes,E-Drive Sport,Durable electric bikes built for performance,3347.43,2391.02,"{""colors"": [""gy6789"", ""br7654"", ""yl5678"", ""gr5432"", ""ol4567""], ""sizes"": [""S"", ""XS"", ""XL""], ""battery"": ""36V 12Ah"", ""range"": ""59 miles"", ""weight"": ""18.9 lbs""}"
